N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8210602935824336,0.8379342556386481,0.8214871034954356,0.557648831951771,0.5967355979576247,0.5241398189644871
Model2,500,2,1,0.8313720732742933,0.8141722045888519,0.8097937971263659,0.5493230174081238,0.568283864368634,0.49970748658455827
Model3,500,3,1,0.7809050103117797,0.8058332591414182,0.7843279463433543,0.49002217294900224,0.40827733360671253,0.42463258555585276
Model4,500,1,2,0.860730316632294,0.863032795810279,0.8588380320290752,0.6927374301675978,0.7074942328559007,0.687842308741327
Model5,500,2,2,0.8621860972946742,0.8691575657419123,0.8626692162721957,0.7391304347826086,0.7319855096217078,0.725425017326234
Model6,500,3,2,0.8706781511585587,0.8792722679182692,0.8719906544119214,0.6966717095310136,0.745469067424198,0.699945280981777
Model7,800,1,2,0.8640058231226495,0.8699301676291195,0.8630864933451495,0.7390300230946882,0.7358626227104558,0.7292101576277032
Model8,800,2,2,0.8711634113793522,0.8938127439000607,0.8791474620231144,0.7089297886843899,0.7460434636904995,0.7151168901620948
Model9,800,3,2,0.8798980953536334,0.8880090052040687,0.8703899578738855,0.7347254447022429,0.767384180623131,0.7119681153757437
